@relation quiebras-spain-2005-clean

@attribute TAMANO numeric % SIZE
@attribute ' CNAE_3' numeric % NATIONAL CODE OF THE COMPANY
@attribute ' EJERCICIO' numeric %  FISCAL YEAR
@attribute ' ANTIGUEDAD' numeric % AGE
@attribute ' AUDITADA' numeric % AUDITED
@attribute ' COD_FORMASOC' numeric % SOCIAL CODE OF THE COMPANY
@attribute ' COD_PROVINCIA' numeric % CODE OF PROVINCE
@attribute ' COM_END' numeric % Debt structure
@attribute ' COS_END' numeric % Debt cost
@attribute ' DISPONIBILIDAD' numeric  % DEB PAYING AVAILABILITY
@attribute ' FON_MAN' numeric % WORKING CAPITAL
@attribute ' GARANTIA' numeric % WARRANTY
@attribute ' MARGEN' numeric % OPERATING INCOME MARGIN
@attribute ' NIV_END' numeric % DEBT RATIO
@attribute ' REC_GEN' numeric % RETURN ON OPERATING ASSETS
@attribute ' REN_ECO' numeric % STOCK TURNOVER?
@attribute ' REN_FIN' numeric % RETURN ON EQUITY
@attribute ' REN_TOT' numeric % RETURN ON ASSETS
@attribute ' ROT_ACT' numeric % ASSET TURNOVER
@attribute ' ROT_DER' numeric % RECEIVABLE TURNOVER
@attribute ' SOLVENCIA' numeric % FINANCIAL SOLVENCY (CURRENT RATIO)
@attribute ' TES_ACI' numeric % ACID TEST
@attribute ' IMP_HIST_INC_JUDICIALES' numeric % HISTORIC AMOUNT OF MONEY SPENT ON JUDICIAL INCIDENCES
@attribute ' IMP_INC_JUDICIALES' numeric % AMOUNT OF MONEY SPENT ON JUDICIAL INCIDENCES (LAST YEAR)
@attribute ' NUM_CAMBIOS' numeric % NUMBER OF CHANGES OF LOCATION
@attribute ' NUM_EMPLEADOS' numeric % NUMBER OF EMPLOYEES
@attribute ' NUM_HIST_INC_GRAVES' numeric % HISTORIC NUMBER OF SERIOUS INCIDENCES
@attribute ' NUM_HIST_INC_JUDICIALES' numeric % HISTORIC NUMBER OF JUDICIAL INCIDENCES
@attribute ' NUM_INC_JUDICIALES' numeric % NUMBER OF JUDICIAL INCIDENCES (LAST YEAR)
@attribute ' NUM_ORG_SOC_ACTIVOS' numeric % NUMBER OF PARTNERS
@attribute ' OPI_AUDITORIA' numeric % OPINION OF THE AUDITORY
@attribute ' RETRASO' numeric % DELAY (IN SENDING ITS ANNUAL ACCOUNTS)
@attribute ' VINC_GRUPO' numeric % LINKED TO A GROUP
@attribute ' FALLIDA3' numeric % FINANCIAL FAILURE
@attribute ' Pérdidas' {0,1} % BOOK LOSSES

@data
1,5,2000,9,0,2,46,2,4.301184,0.065113,-0.11368,1.315647,-4.633147,3.168092,-0.023107,-3.649389,-17.912603,-3.110574,0.78767,6.534364,0.564708,0.564341,0,0,2,7,0,0,0,3,0,0,0,0,0
1,2,1999,7,0,2,29,0,2.446854,0.031337,-0.114602,0.899166,2.458928,-9.917302,0.023104,3.877001,-5.081255,3.902936,1.5767,5.487457,0.856203,0.657868,0,0,3,7,0,0,0,3,0,0,0,0,0
1,4,2001,15,0,2,46,0,2.740529,0.015845,-0.024515,1.268868,2.618446,3.719294,0.119809,5.761013,8.925074,5.175736,2.20017,5.203567,0.956101,0.745722,0,0,1,8,0,0,0,3,0,0,0,0,0
1,4,1999,13,0,2,46,0,2.166498,0.022654,0.004288,1.273924,2.536411,3.650645,0.118669,4.721382,15.777481,4.773383,1.86144,4.529872,1.006729,0.802807,0,0,1,8,0,0,0,3,0,0,0,0,0
1,4,2000,14,0,2,46,0,2.176367,0.08436,0.03079,1.304168,3.757845,3.287659,0.115894,8.142864,20.257721,8.205783,2.1669,4.595811,1.053961,0.879362,0,0,1,8,0,0,0,3,0,0,0,0,0
1,2,2000,8,0,2,29,0,3.548258,0.113591,-0.149721,0.922768,3.004802,-12.94796,0.02553,5.767013,-10.210981,5.32141,1.91927,4.03343,0.812355,0.615861,0,0,3,8,0,0,0,3,0,0,0,0,0
1,2,1998,6,0,2,29,1,3.006523,0.371131,-0.222461,0.816584,3.256488,-5.452084,0.039739,5.991537,-8.083908,6.202747,1.83988,10.600763,0.668818,0.62906,0,0,3,8,0,0,0,3,0,0,0,0,0
1,2,2002,10,0,2,29,0,2.0421,0.075104,-0.14471,0.97577,2.160193,-41.271938,0.034928,5.003297,-53.426216,4.929379,2.31613,3.632252,0.817697,0.79855,0,0,3,8,0,0,0,3,0,0,0,0,0
1,2,2001,9,0,2,29,0,2.345895,0.117908,-0.081334,0.959414,3.594455,-24.639227,0.02377,5.96132,-22.482622,4.412633,1.65848,3.878686,0.902716,0.82246,0,0,3,8,0,0,0,3,0,0,0,0,0
1,1,1998,2,0,2,8,0,0,0.156826,-0.154898,1.920424,9.941039,1.086456,0.626601,20.071783,19.541845,9.388192,2.01908,8.601406,0.702529,0.662339,0,0,1,9,0,0,0,3,0,0,0,0,0
1,1,2000,5,0,2,3,0,6.223509,0.094158,0.033591,1.046996,2.389526,21.27837,0.024048,4.444212,13.497393,6.903456,1.85987,4.954555,1.040425,0.685667,0,0,1,9,0,0,0,3,0,0,0,0,0
1,1,2001,4,1,2,28,0,0.015232,0.083741,0.01944,1.033732,2.055895,29.64583,0.008734,1.42236,29.744043,1.422477,0.69184,7.363867,1.020096,0.312385,0,0,0,10,0,0,0,3,0,0,0,0,0
1,1,1998,4,0,2,2,0,13.266443,0.238419,0.286028,1.575421,8.537336,1.737858,0.168981,15.946351,14.462797,15.967346,1.86784,3.733275,1.602264,1.289518,0,0,0,10,0,0,0,3,0,0,0,0,0
1,5,2003,6,0,2,28,0,2.522938,0.037522,-0.317444,0.980152,-1.111614,-50.383724,0.029532,-1.589411,-63.606125,-1.538702,1.42982,3.691334,0.595019,0.595019,0,0,1,10,0,0,0,3,0,0,0,0,0
1,5,2002,5,0,2,28,0,2.794836,0.069484,-0.228725,1.12201,12.774471,8.196021,0.20396,14.256661,52.18087,13.952279,1.11603,2.024767,0.640218,0.640218,0,0,1,10,0,0,0,3,0,0,0,0,0
1,5,2001,4,0,2,28,0,2.349994,0.196176,-0.074939,1.219733,17.513851,4.550976,0.366404,29.254137,123.781334,28.61709,1.67034,3.044479,0.884294,0.884294,0,0,1,10,0,0,0,3,0,0,0,0,0
1,1,1999,3,0,2,8,0,0,0.076637,0.0315,2.482049,4.843382,0.674742,0.686139,10.087874,12.421148,9.500141,2.08282,7.266523,1.078184,1.06087,0,0,1,10,0,0,0,3,0,0,0,0,0
1,4,2002,16,0,2,46,0,2.000236,0.314786,0.133098,1.322766,3.048265,3.098222,0.317126,6.378022,11.468124,5.27579,2.09235,4.969557,1.248585,1.141242,0,0,1,10,0,0,0,3,0,0,0,0,0
1,3,2000,5,0,2,8,0,9.547817,-0.043542,0.037222,1.140485,3.936721,7.118221,0.033924,9.466099,14.375184,10.705503,2.40456,10.149221,1.053722,0.223875,0,0,2,10,0,0,0,3,0,0,0,0,0
1,3,2001,6,0,2,8,0,8.456986,0.040494,0.077434,1.109226,3.298861,9.155321,0.042449,7.067154,12.644358,9.50393,2.1423,11.961411,1.114108,0.350141,0,0,2,10,0,0,0,3,0,0,0,0,0
1,4,1998,7,0,2,28,0,0.109033,0.517166,0.155371,1.520609,2.8981,1.920826,0.206296,14.069381,28.209389,13.868872,4.85469,10.228977,1.236258,1.236258,0,0,4,10,0,0,0,3,0,0,0,0,0
1,4,1999,8,0,2,28,0,0.006926,0.72239,0.209274,1.621213,7.028278,1.609753,0.42969,32.702221,61.185711,31.71921,4.65295,10.658469,1.339278,1.339278,0,0,4,10,0,0,0,3,0,0,0,0,0
1,4,2000,9,0,2,28,0,0.630342,0.409719,0.248609,1.733031,2.294235,1.364198,0.208955,8.89272,13.938855,8.404266,3.87612,8.951629,1.556885,1.556885,0,0,4,10,0,0,0,3,0,0,0,0,0
1,1,1998,3,0,2,3,0,7.987294,0.099218,0.111076,1.082437,1.999266,12.130477,0.028629,5.067379,11.610544,8.739369,2.53462,5.327667,1.143281,0.7129,0,0,1,11,0,0,0,3,0,0,0,0,0
1,1,2003,6,1,2,28,0,0.146514,0.005045,0.044718,1.062418,1.948863,16.021017,0.016362,1.568779,19.620369,1.583254,0.80497,8.978095,1.047509,0.007529,0,0,0,12,0,0,0,3,0,0,0,0,0
1,1,2002,5,1,2,28,0,0,0.004338,0.033387,1.046923,1.880709,21.311674,0.01446,1.303522,23.710215,1.303522,0.6931,3.279935,1.034954,0.150962,0,0,0,12,0,0,0,3,0,0,0,0,0
1,1,2002,8,0,2,2,0,0.876132,0.522663,0.394519,1.961914,2.112126,1.039594,0.114459,4.030244,6.855561,4.992774,1.90815,4.608711,1.876228,1.228015,0,0,0,12,0,0,0,3,0,0,0,0,0
1,1,1999,4,0,2,3,0,10.78253,0.245522,0.088825,1.065805,2.55043,15.196493,0.033166,7.939342,25.272247,12.673723,3.11294,8.000948,1.113518,0.688186,0,0,1,12,0,0,0,3,0,0,0,0,0
1,1,2003,9,0,2,2,0,1.623876,0.225358,0.257909,1.674446,2.882857,1.482699,0.158824,6.020936,10.370971,6.995813,2.08853,5.934547,1.519175,1.134446,0,0,0,13,0,0,0,3,0,0,0,0,0
1,1,2001,7,0,2,2,0,2.437619,0.382587,0.380837,1.943004,4.404303,1.06044,0.198695,9.062003,13.621606,10.149685,2.05753,4.878463,1.739968,1.274032,0,0,0,13,0,0,0,3,0,0,0,0,0
1,1,1999,5,0,2,2,0,3.890868,0.567306,0.390267,1.80073,-0.03925,1.24886,1.138004,-0.088646,7.39139,6.533303,2.25848,4.797773,1.918868,1.507746,0,0,0,13,0,0,0,3,0,0,0,0,0
1,1,2000,6,0,2,2,1,3.313632,0.541231,0.510271,1.821486,4.591952,1.217306,0.287363,10.960712,14.424216,10.955271,2.38694,5.995009,2.542525,1.806861,0,0,0,13,0,0,0,3,0,0,0,0,0
1,4,2003,17,0,2,46,0,1.227021,0.257693,0.33539,1.453504,3.204412,2.205053,0.423784,7.90551,16.772062,7.516975,2.46707,4.854822,1.61647,1.488428,0,0,1,13,0,0,0,3,0,0,0,0,0
1,1,2003,9,0,2,8,1,3.937715,0.075924,0.12548,1.081834,0.680099,12.219872,-0.008914,0.667422,-13.096128,2.490421,0.98136,7.743468,1.205463,0.316131,0,0,2,13,0,0,0,3,0,0,0,0,0
1,1,1998,4,0,2,8,0,5.499903,0.153872,0.049112,1.120947,0.310498,8.268061,0.041316,0.966776,18.603931,7.73707,3.11363,8.631449,1.056035,0.441501,0,0,2,13,0,0,0,3,0,0,0,0,0
1,1,2001,7,0,2,8,0,4.672673,0.040059,-0.067053,1.09549,3.174789,10.472305,0.029652,5.084701,6.740119,5.089114,1.60159,57.654385,0.914393,0.084567,0,0,2,14,0,0,0,3,0,0,0,0,0
1,3,2002,7,0,2,8,0,9.109487,0.052437,-0.077355,1.173218,6.801999,5.773079,0.058775,12.749013,25.85409,12.255797,1.8743,12.696762,0.895077,0.238265,0,0,2,15,0,0,0,3,0,0,0,0,0
1,1,2002,8,0,2,8,1,5.333617,0.05936,0.167684,1.054627,-0.051422,18.306091,-0.010784,-0.062657,-43.924263,0.647627,1.21848,17.030518,1.29754,0.263949,0,0,2,15,0,0,0,3,0,0,0,0,0
1,3,2003,8,0,2,8,0,9.285253,0.132431,0.11244,1.166948,9.02365,5.989884,0.067902,14.667785,28.409998,13.824127,1.62548,14.172813,1.192921,0.300481,0,0,2,15,0,0,0,3,0,0,0,0,0
1,1,1999,5,0,2,8,0,4.549384,0.022508,-0.040895,1.08248,4.07628,12.124198,0.016709,6.811819,22.541739,6.972237,1.67109,13.826875,0.947343,0.061743,0,0,2,16,0,0,0,3,0,0,0,0,0
1,1,2000,6,0,2,8,0,4.694691,0.036615,-0.062528,1.088032,4.174176,11.359569,0.03148,6.408431,12.138817,5.688613,1.53526,59.233063,0.920222,0.06365,0,0,2,16,0,0,0,3,0,0,0,0,0
1,1,1999,3,0,2,3,2,1.5791,0.10469,-0.109761,3.629024,10.526469,0.380369,0.347918,7.783187,8.154593,8.19781,0.73939,3.106224,-0.034547,-0.075352,0,0,2,18,0,0,0,3,0,0,0,0,0
1,2,2003,9,0,2,28,0,6.795277,-0.188284,-0.486746,0.985717,-3.142527,-70.014931,0.000136,-7.849092,-0.950622,7.297924,2.4977,37.033241,0.335744,0.010567,0,0,2,18,0,0,0,3,0,0,0,0,0
1,2,2001,7,0,2,28,0,2.589948,0.019947,-0.289714,0.990052,3.420554,-100.525589,0.100066,5.938905,-88.585152,5.938905,1.73624,6.513512,0.620518,0.330618,0,0,2,19,0,0,0,3,0,0,0,0,0
1,1,1998,2,0,2,3,0,0.863986,0.147251,0.00831,2.036314,7.396682,0.964958,0.333448,19.739164,39.009838,27.897858,2.66865,8.183858,1.024194,0.898914,0,0,2,19,0,0,0,3,0,0,0,0,0
3,3,1999,13,0,2,13,0,1.822924,0.083038,-0.037979,1.13848,3.016483,7.221271,0.019994,2.949733,6.420096,2.948275,0.97787,10.420558,0.954636,0.213026,0,0,0,20,0,0,0,3,0,0,0,0,0
1,1,2003,7,0,2,3,0,0.604466,0.646404,0.099292,19.585903,7.052452,0.053804,1.435968,4.917912,3.710238,5.375486,0.69733,6.786893,2.944717,2.897717,0,0,2,20,0,0,0,3,0,0,0,0,0
1,1,2000,4,0,2,3,3,3.285192,0.97319,-0.042604,5.791393,11.575238,0.208708,0.70708,11.199182,9.645309,11.704911,0.96751,-28.608198,0.096525,-0.026091,0,0,2,21,0,0,0,3,0,0,0,0,0
1,2,2002,8,0,2,28,0,4.432211,-0.010731,-0.408289,0.986179,-14.133481,-72.355194,-0.000559,-26.311668,-4.074436,5.47631,1.86166,11.567633,0.404774,-0.010731,0,0,2,22,0,0,0,3,0,0,0,0,0
3,3,1998,12,0,2,13,2,1.470866,0.054161,0.469863,1.132567,3.273748,7.543377,0.015059,2.681423,6.532272,2.682009,0.81907,12.061166,2.473878,0.316569,0,0,0,23,0,0,0,3,0,0,0,0,0
1,1,2001,5,0,2,3,1,4.104455,0.109416,0.001972,7.718132,8.729988,0.148851,0.764358,7.788118,6.361787,8.929364,0.89211,269.773193,1.030353,0.93812,0,0,2,23,0,0,0,3,0,0,0,0,0
1,1,2002,6,0,2,3,0,2.116819,0.054692,0.045072,12.599493,7.058719,0.086211,1.090949,5.831558,4.602613,6.561732,0.82615,11.582594,1.782298,1.722652,0,0,2,23,0,0,0,3,0,0,0,0,0
3,3,2001,15,0,2,13,0,2.059078,0.120534,-0.015955,1.124966,3.947721,8.002162,0.019225,3.064714,5.426055,3.110545,0.77632,6.987331,0.98056,0.158238,0,0,0,24,0,0,0,3,0,0,0,0,0
3,3,2000,14,0,2,13,0,2.307708,0.099039,-0.039343,1.12336,3.727476,8.106378,0.017444,3.56752,6.405126,3.57777,0.95709,7.573208,0.952247,0.291512,0,0,0,24,0,0,0,3,0,0,0,0,0
1,1,2002,5,0,2,3,1,0.024782,0.433119,0.46451,1.066298,4.27456,15.083406,0.099417,7.844435,181.362198,8.189105,1.83514,3.043766,1.948618,1.911039,0,0,0,29,0,0,0,3,0,0,0,0,0
1,1,2001,4,0,2,3,7,0.025173,0.671823,0.741201,1.005262,-7.333528,190.028183,-0.080643,-7.363822,-176.910996,-6.46876,1.00413,1.60084,7.119657,6.720915,0,0,0,30,0,0,0,3,0,0,0,0,0
1,1,2000,3,0,2,3,0,0.019856,0.382446,-0.035503,1.061677,1.443657,16.213446,0.015409,2.301064,28.548594,3.031427,1.59391,3.382484,0.962307,0.938389,0,0,0,31,0,0,0,3,0,0,0,0,0
1,1,1999,18,0,2,46,0,3.739837,0.199702,0.227429,2.035293,5.732485,0.96591,0.252514,8.638656,9.449609,8.823046,1.50697,3.448222,1.510535,1.127748,0,0,3,32,0,0,0,3,0,0,0,0,0
1,1,2000,19,0,2,46,0,4.439506,0.363963,0.273212,2.060147,6.206625,0.943266,0.248693,10.390141,10.695246,10.570964,1.67404,4.117166,1.651284,1.361256,0,0,3,32,0,0,0,3,0,0,0,0,0
1,1,2003,6,0,2,3,0,0.109392,0.064971,-0.287263,1.025691,0.344536,38.924667,0.047014,0.27314,8.163652,0.545996,0.79278,2.034829,0.574471,0.336274,0,0,0,47,0,0,0,3,0,0,0,0,0
3,3,2003,17,0,2,13,1,2.148361,0.047055,0.339696,1.127653,3.329321,7.833746,0.023677,2.816951,6.388248,2.918461,0.8461,9.068572,1.690137,0.130619,0,0,0,1717,0,0,0,3,0,0,0,0,0
1,1,2003,7,0,2,8,0,0.540858,0.425309,0.328443,3.520597,5.446055,0.396731,0.582433,11.314113,9.807379,10.723339,2.07749,4.327777,2.156316,2.126919,30051,0,1,8,1,1,0,3,0,0,0,0,0
1,1,2002,6,0,2,8,0,0.31991,0.329028,0.401041,5.144136,7.576223,0.241305,1.536558,15.009546,12.77378,14.763057,1.98114,3.806789,3.063011,3.033011,30051,0,1,10,1,1,0,3,0,0,0,0,0
1,2,2002,5,0,2,28,1,1.788673,0.039408,-0.504739,1.95912,7.022082,1.042622,0.189493,15.792597,33.215969,15.601787,2.24899,-0.857469,-0.655764,-6.708692,1517,0,1,0,0,2,0,3,0,0,0,0,0
1,2,2003,6,0,2,28,0,1.152938,0.015754,-0.138743,1.270299,9.868592,3.699609,0.077457,12.448884,24.550724,11.482145,1.26146,-1.704579,0.812215,-0.626773,1517,0,1,0,0,2,0,3,0,0,0,0,0
2,3,2002,4,0,2,17,0,0.000082,0.039329,-0.493572,1.032883,-2.713006,30.41123,-0.047841,-7.831602,-84.222946,-7.06197,2.88669,56.838947,0.490198,0.131206,6208,0,1,68,0,2,0,3,0,0,0,0,0
1,1,2001,6,0,2,3,0,12.545091,0.007384,-0.364104,1.12934,4.453083,7.731571,0.105552,12.351136,4.419688,12.02794,2.77361,9.437269,0.584892,-0.073088,79527,0,0,29,1,3,0,3,0,0,0,0,0
1,2,2000,3,0,2,28,0,1.623077,0.143315,0.025615,1.105342,4.035504,9.492855,0.302919,11.466135,147.006744,14.192158,2.84131,17.164541,1.038028,0.593029,301,301,1,0,0,1,1,3,0,0,0,0,0
1,1,1998,3,0,2,3,0,14.150194,0.127591,-0.374988,1.112631,5.069721,8.878514,0.084002,14.150078,8.358418,13.875865,2.7911,31.429844,0.582777,0.188049,6183,6183,0,23,0,1,1,3,0,0,0,0,0
2,3,1999,1,0,2,17,0,0.964924,0.124818,-0.379534,1.06606,2.947008,15.13768,0.046188,9.657577,107.497391,9.207836,3.27708,108.553726,0.595394,0.144178,4542,4542,1,31,0,1,1,3,0,0,0,0,0
1,1,2000,4,0,2,8,0,0.56621,0.483163,0.267313,4.396371,1.236712,0.294432,1.303782,2.532616,2.266009,2.367942,2.04786,5.248426,2.175209,2.158342,30051,30051,1,9,1,1,1,3,0,0,0,0,0
1,2,2001,4,0,2,28,0,1.319418,0.021408,-0.021152,1.209815,6.674287,4.766099,0.106855,11.662354,60.594376,12.381037,1.74736,12.018288,0.96902,0.151471,1517,1216,1,0,0,2,1,3,0,0,0,0,0
2,3,2000,2,0,2,17,0,6.76926,0.126774,-0.522909,1.088729,2.453381,11.270292,0.012166,8.313554,14.72083,7.783401,3.38861,326.019165,0.430694,0.126774,6208,1666,1,30,0,2,1,3,0,0,0,0,0
1,1,1999,4,0,2,3,0,16.216187,0.178282,-0.398321,1.136657,6.354986,7.317592,0.105562,15.650784,6.04784,15.324285,2.46276,77.616821,0.537135,0.181989,58323,52140,0,22,1,2,1,3,0,0,0,0,0
2,3,2003,5,0,2,17,0,0.024551,0.017493,-0.466317,1.064297,0.897296,15.552817,0.025431,3.179036,48.161697,3.123629,3.5429,48.069283,0.501044,0.06269,6666,458,1,50,0,3,1,3,0,0,0,0,0
1,1,2000,5,0,2,3,0,13.645506,0.078854,-0.22348,1.093562,2.831343,10.688131,0.092308,14.341228,12.802691,13.995157,5.06517,19.452765,0.754549,0.579287,79527,21204,0,30,1,3,1,3,0,0,0,0,0
1,1,2002,7,0,2,3,0,10.248006,-0.003501,-0.221721,1.080518,5.149546,12.419566,0.070117,10.108504,4.815215,9.945789,1.96299,9.499366,0.760426,0.516498,113846,34319,0,25,1,4,1,3,0,0,0,0,0
1,1,2003,8,0,2,3,0,8.077073,0.001134,-0.168207,1.088744,3.782131,11.268397,0.137765,7.923135,3.538579,7.8416,2.09489,4.168408,0.816865,0.567896,245454,131607,0,25,1,5,1,3,0,0,0,0,0
2,2,1998,0,0,2,46,0,9.567069,0.385893,-0.026594,1.039939,3.487094,25.038469,0.025556,10.383782,16.124178,10.588896,2.97778,14.677859,0.969952,0.660327,0,0,0,0,0,0,0,4,0,0,0,0,0
1,1,2000,9,1,2,6,0,3.309996,0.044411,0.021819,1.144114,3.666067,6.938937,0.061392,3.493943,16.102861,4.416891,0.95305,1.906262,1.037058,0.893424,0,0,0,0,0,0,0,4,0,0,0,0,0
1,1,1998,7,1,2,6,0,5.153996,0.071321,0.033496,1.137702,5.218491,7.262033,0.121284,7.111002,22.342669,7.127458,1.36265,2.725075,1.055346,0.897292,0,0,0,0,0,0,0,4,0,0,0,0,0
2,2,1999,1,0,2,46,0,6.930488,0.071641,-0.024824,1.020764,5.718937,48.159111,0.02462,12.844829,106.029953,10.353268,2.24602,4.897881,0.973892,0.933856,0,0,0,0,0,0,0,4,0,0,0,0,0
1,1,1999,8,1,2,6,0,4.076659,0.237427,0.045343,1.193048,5.799056,5.180048,0.077136,6.903378,39.482296,8.035765,1.19043,2.698984,1.076722,0.974943,0,0,0,0,0,0,0,4,0,0,0,0,0
1,4,1999,1,0,2,28,0,0.210863,1.986967,0.682364,3.645202,49.663383,0.378043,2.51818,166.014297,175.805771,166.014297,3.34279,8.09434,3.487355,3.487355,0,0,0,0,0,0,0,4,0,0,0,0,0
1,2,1998,1,0,2,9,0,0.936634,0.000308,0.031121,1.073776,15.057776,13.554582,0.032531,3.877615,31.631018,3.976951,0.25752,0.504915,1.035864,0.588053,0,0,2,0,0,0,0,4,0,0,0,0,0
1,2,1999,2,0,2,9,0,1.631479,0.409775,0.093283,1.289164,6.655769,3.45825,0.204332,13.267657,69.574966,15.05872,1.99341,3.705646,1.143882,1.143882,0,0,2,0,0,0,0,4,0,0,0,0,0
1,2,2002,5,0,2,9,0,0.871372,0.398184,0.154634,1.35643,9.527334,2.805603,0.075339,17.895439,16.2642,17.656389,1.87833,3.869971,1.219602,1.212903,0,0,2,0,0,0,0,4,0,0,0,0,0
1,2,2003,6,0,2,9,0,0.535913,0.401932,0.186811,1.374977,13.932123,2.66683,0.154047,21.130032,50.533272,21.247601,1.51664,3.02042,1.272786,1.268553,0,0,2,0,0,0,0,4,0,0,0,0,0
1,2,2001,4,0,2,9,0,2.258189,0.479178,0.184385,1.328988,7.198668,3.039625,0.035677,12.458998,20.531109,14.319578,1.73074,2.867848,1.299762,1.298402,0,0,2,0,0,0,0,4,0,0,0,0,0
1,2,2000,3,0,2,9,0,1.71803,0.181364,0.192507,1.461269,10.556163,2.167931,0.291205,21.964334,78.346527,22.255001,2.08071,4.189882,1.309448,1.309448,0,0,2,0,0,0,0,4,0,0,0,0,0
1,1,1999,1,0,2,8,0,1.906065,0.050081,-0.244517,1.222442,11.313338,4.49555,0.165291,18.604725,97.301453,18.549768,1.64449,4.752797,0.585262,0.562737,0,0,4,0,0,0,0,4,0,0,0,0,0
1,1,1998,0,0,2,8,0,1.376848,0.10453,-0.264899,1.063467,14.588148,15.756216,0.092074,17.649303,158.626572,17.631483,1.20984,6.687057,0.624707,0.591655,0,0,4,0,0,0,0,4,0,0,0,0,0
1,1,2000,2,0,2,8,0,2.489816,0.062388,-0.19846,1.279773,12.382496,3.574333,0.170897,21.231899,60.792801,20.74757,1.71467,5.436193,0.654557,0.631059,0,0,4,0,0,0,0,4,0,0,0,0,0
1,1,2001,3,0,2,8,0,2.634949,0.044418,-0.152247,1.413875,10.490968,2.416188,0.164334,18.150423,40.162216,17.745695,1.7301,5.186477,0.714649,0.646529,0,0,4,0,0,0,0,4,0,0,0,0,0
1,1,2002,4,0,2,8,0,2.250407,0.14144,-0.116178,1.652466,13.314052,1.532648,0.270481,19.855335,34.405617,19.611256,1.49131,4.730017,0.746121,0.712703,0,0,4,0,0,0,0,4,0,0,0,0,0
1,1,2003,5,0,2,8,0,1.553124,0.15168,-0.035071,1.805888,14.828369,1.240867,0.245473,19.997507,29.978424,20.35062,1.3486,4.785342,0.922357,0.868256,0,0,4,0,0,0,0,4,0,0,0,0,0
2,2,2000,2,0,2,46,0,8.465796,0.063745,-0.000457,1.035355,5.408298,28.284763,0.034555,9.153899,22.843378,9.164089,1.69257,1.743349,0.999491,0.888346,0,0,0,1,0,0,0,4,0,0,0,0,0
2,2,2001,3,0,2,46,0,9.349901,-0.023633,-0.0184,1.004549,4.77055,219.845047,-0.0012,7.5474,-120.267906,7.551501,1.58208,2.763897,0.980738,0.917053,0,0,0,1,0,0,0,4,0,0,0,0,0
1,4,2002,4,0,2,28,0,2.925663,0.240231,0.219219,1.309073,18.316263,3.235481,0.470993,41.469929,81.728798,42.887318,2.2641,2.638196,1.288035,1.288035,0,0,0,2,0,0,0,4,0,0,0,0,0
1,4,2000,2,0,2,28,0,2.797993,0.462376,0.221998,1.554197,13.925385,1.804412,0.4847,74.596802,119.324242,74.21624,5.35689,11.456214,1.350224,1.350224,0,0,0,2,0,0,0,4,0,0,0,0,0
1,4,2001,3,0,2,28,0,3.623471,0.283811,0.373085,1.715655,30.694874,1.397321,0.691643,72.171844,121.836983,74.665581,2.35127,4.223505,1.644126,1.644126,0,0,0,2,0,0,0,4,0,0,0,0,0
1,4,2003,5,0,2,28,0,0.577946,1.227963,0.455525,1.874813,-10.60272,1.143102,-0.23,-9.193322,-29.582939,-8.441355,0.86707,-0.169325,1.857718,1.857718,0,0,0,2,0,0,0,4,0,0,0,0,0
1,3,2001,7,0,2,32,0,0,0.019012,0.218162,1.337371,-41.417877,2.964096,-0.342964,-28.2398,-67.914497,-27.032784,0.68183,0.714141,1.291764,0.090044,0,0,1,3,0,0,0,4,0,0,0,0,0
1,3,1998,5,0,2,36,0,0.065733,0.024657,0.030258,1.398155,1.157471,2.511583,0.147547,10.034947,26.585579,10.038415,8.66972,11.480766,1.042305,0.94383,0,0,0,4,0,0,0,4,0,0,0,0,0
1,3,2002,8,0,2,32,0,0,-1.063765,0.293146,1.558174,-3.721475,1.791557,-0.188581,-9.094317,-30.393087,-8.766598,2.44374,17.352938,1.456773,-0.564728,0,0,1,4,0,0,0,4,0,0,0,0,0
1,3,2003,9,0,2,32,0,0,-0.307335,0.32216,1.544424,9.084915,1.836805,0.286181,25.384588,69.191307,24.518467,2.79415,7.790725,1.497551,0.356739,0,0,1,4,0,0,0,4,0,0,0,0,0
1,3,2000,6,0,2,32,0,0.565971,0.393634,0.487925,2.255419,-16.578344,0.796547,-0.394786,-33.499012,-27.540661,-20.351177,2.02065,7.030376,2.100475,1.587768,0,0,1,4,0,0,0,4,0,0,0,0,0
1,1,2000,2,0,2,28,0,3.066202,0.116583,0.112808,1.327538,4.693435,3.053081,0.108137,10.029582,25.954758,10.037207,2.13694,2.429221,1.153456,1.064293,0,0,1,6,0,0,0,4,0,0,0,0,0
1,3,1999,6,0,2,36,0,0.128342,0.027832,-0.172406,1.224691,0.026867,4.450561,0.044011,0.182148,5.37967,1.956452,6.77958,12.029949,0.771552,0.720447,0,0,0,7,0,0,0,4,0,0,0,0,0
1,3,2003,10,0,2,36,0,0,0.085327,0.243999,1.514444,0.34242,1.943845,0.102274,2.780956,6.672646,3.209053,8.12148,10.47819,1.369523,1.257674,0,0,0,7,0,0,0,4,0,0,0,0,0
1,1,2003,8,0,2,28,0,1.703202,0.040321,0.108742,1.448471,0.302531,2.2298,0.087417,0.299927,-3.392049,0.264033,0.99139,2.533026,1.166209,0.471395,0,0,1,7,0,0,0,4,0,0,0,0,0
