@relation bankruptcy-spain-1998:2003

@attribute YEAR integer   %  FISCAL YEAR
@attribute SIZE {small,medium,big}   % SIZE
@attribute NUMBER_EMPLOYEES integer   % NUMBER OF EMPLOYEES
@attribute AGE integer   % AGE
@attribute SOCIAL_CODE {Co,Ltd,other}   % SOCIAL CODE OF THE COMPANY
@attribute LINKED_GROUP {no,yes}   % LINKED TO A GROUP
@attribute NUMBER_PARTNERS integer   % NUMBER OF PARTNERS
@attribute PROVINCE_CODE {1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,43,45,46,47,48,49,50,52}   % CODE OF PROVINCE
@attribute CHANGES_LOCATION integer   % NUMBER OF CHANGES OF LOCATION
@attribute DEBT_STRUCTURE numeric   % DEBT STRUCTURE
@attribute DEBT_COST numeric   % DEBT COST
@attribute DEBT_PAYING_AVAILABILITY numeric    % DEBT PAYING AVAILABILITY
@attribute DEBT_RATIO numeric   % DEBT RATIO
@attribute WORKING_CAPITAL numeric   % WORKING CAPITAL
@attribute WARRANTY numeric   % WARRANTY
@attribute OPERATING_INCOME_MARGIN numeric   % OPERATING INCOME MARGIN
@attribute RETURN_OPERATING_ASSETS numeric   % RETURN ON OPERATING ASSETS
@attribute RETURN_EQUITY numeric   % RETURN ON EQUITY
@attribute RETURN_ASSETS numeric   % RETURN ON ASSETS
@attribute STOCK_TURNOVER numeric   % STOCK TURNOVER
@attribute ASSET_TURNOVER numeric   % ASSET TURNOVER
@attribute RECEIVABLE_TURNOVER numeric   % RECEIVABLE TURNOVER
@attribute ASSET_ROTATION numeric   % ASSET ROTATION
@attribute FINANCIAL_SOLVENCY numeric   % FINANCIAL SOLVENCY (CURRENT RATIO)
@attribute ACID_TEST numeric   % ACID TEST
@attribute DELAY_ACCOUNTS {no,yes}   % DELAY (IN SENDING ITS ANNUAL ACCOUNTS)
@attribute NUMBER_JUDICIAL_INCIDENCES_TOTAL integer   % HISTORIC NUMBER OF JUDICIAL INCIDENCES
@attribute NUMBER_JUDICIAL_INCIDENCES_YEAR integer   % NUMBER OF JUDICIAL INCIDENCES (LAST YEAR)
@attribute SPENT_JUDICIAL_INCIDENCES_TOTAL numeric   % HISTORIC AMOUNT OF MONEY SPENT ON JUDICIAL INCIDENCES
@attribute SPENT_JUDICIAL_INCIDENCES_YEAR numeric   % AMOUNT OF MONEY SPENT ON JUDICIAL INCIDENCES (LAST YEAR)
@attribute NUMBER_SERIOUS_INCIDENCES integer   % HISTORIC NUMBER OF SERIOUS INCIDENCES
@attribute AUDITED {no,yes}   % AUDITED
@attribute AUDITORS_OPINION {nothing,positive,minor,negative}   % OPINION OF THE AUDITORY
@attribute BANKRUPTCY {NO,YES}   % FINANCIAL FAILURE

@data
1999,small,29,22,Ltd,no,8,31,1,0.095333553851,1.943188548088,0.176399454474,1.274542808533,0.290128409863,1.784595012665,7.256597995758,0.242448374629,11.966961860657,11.187529563904,11.572408676147,1.594743013382,2.295562505722,24.045789718628,1.567121744156,1.406854271889,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,25,2,Ltd,no,16,6,1,0.000000000000,4.701007366180,0.103450685740,1.635767221451,0.131930634379,1.611333966255,3.001053333282,0.151242956519,5.361692428589,5.167613506317,7.060411930084,2.352644681931,5.747086048126,13.959148406982,1.212584257126,0.954039752483,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,46,14,Co,no,5,8,1,0.786845922470,3.038305759430,0.650012969971,3.878540277481,0.083137594163,1.257828950882,6.892319679260,0.199323073030,32.944053649902,11.164752006531,16.585210800171,2.406332015991,9.682000160217,23.183189392090,1.186855554581,1.001375555992,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,medium,30,32,Co,no,7,31,2,0.000000000000,2.009536027908,0.709397077560,0.383323311806,0.561711549759,3.608763933182,36.257694244385,894.397399902343,30.299978256226,34.508403778076,47.651100158691,1.314234137535,2.790229082108,12.717223167419,3.027084350586,2.843442201614,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,7,10,Ltd,no,5,43,3,0.335812330246,1.710202693939,0.037949509919,2.221545219421,-0.036494512111,1.450137138367,3.150424003601,0.103860475123,12.990254402161,6.068058013916,4.982227802277,1.581446766853,6.127351760864,8.631074905396,0.929306089878,0.597861528397,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,5,5,Ltd,no,2,46,0,0.084291324019,0.868262529373,0.031759686768,2.949797868729,0.025816747919,1.339006304741,2.442803144455,0.122381515801,11.153120994568,4.706915855408,4.380908012390,1.793393850327,3.434688329697,10.904831886292,1.037482619286,0.838839769363,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,2,Ltd,no,2,8,1,0.094728097320,13.675286293030,0.181040123105,2.699531078339,0.100701972842,1.370434761047,7.269366264343,0.172885641456,33.367759704590,21.813095092773,22.226242065430,3.057521581650,19.532323837280,6.858815670013,1.151078462601,0.457688599825,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,41,5,Ltd,no,14,46,2,0.318181097507,1.714515924454,0.056134272367,0.704549431801,0.226021498442,2.419346809387,12.657813072205,0.865963339806,38.902664184570,35.655513763428,44.778148651123,3.537589788437,19.214168548584,12.810829162598,1.720813512802,1.107160210609,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,6,18,Ltd,no,1,3,1,0.193396151066,0.856986403465,0.134943544865,1.827026247978,0.431340634823,1.547337532043,1.406298756599,0.028663063422,3.046629667282,2.242298841476,1.888295292854,1.342741250992,2.467136859894,5.041973114014,1.796507835388,1.055344223976,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,15,6,Ltd,no,6,8,2,0.000000000000,0.673105776310,0.038596127182,2.071751832962,0.147023618221,1.482683300972,2.447545289993,0.135716781020,13.702372550964,6.686424255371,9.774517059326,3.993600130081,6.430919170380,92.170150756836,1.217989444733,1.110737323761,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,12,10,Co,no,2,47,0,0.000000000000,0.228294923902,0.288184374571,0.688780367374,0.483620822430,2.451841592789,7.295093536377,0.251869559288,15.939389228821,13.497478485107,14.695704460144,2.014464139938,3.250815629959,21.915060043335,2.185761690140,2.106382369995,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,380,59,Co,no,6,46,5,0.241609945893,4.620370864868,0.066998675466,2.726295948029,-0.060176894069,1.366798043251,-0.416399449110,-0.018112882972,-38.977596282959,-1.969588279724,-0.678634524345,1.629768013954,4.489377498627,9.183384895325,0.897877991199,0.620067000389,no,0,0,0.00,0.00,0,yes,minor,NO
1999,medium,1,1,Co,no,29,50,3,3.370721578598,9.303312301636,0.001951808343,2.514648199081,-0.150477468967,1.397669911385,34.788459777832,-0.084465287626,-23.049325942993,-4.343782901764,228.308181762695,6.562756538391,8.380208969116,,0.080759279430,0.080759279430,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,medium,121,56,Co,no,43,8,1,0.039863478392,10.524576187134,0.391690552235,0.374996125698,0.598169922829,3.666694164276,15.428637504578,0.947526574135,12.508003234863,16.608411788940,21.006216049194,1.361508250237,3.426277160645,3.790601491928,3.280738830566,2.381870985031,yes,0,0,0.00,0.00,0,yes,positive,NO
1999,small,21,15,Co,no,12,50,0,0.000000000000,2.605874300003,0.059742439538,1.657780408859,0.299392282963,1.603216171265,8.308159828186,0.187288239598,23.637523651123,15.913000106812,16.979108810425,2.043666839600,3.495874166489,13.060199737549,1.479990601540,1.294943571091,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,35,4,Co,no,10,31,0,0.158982619643,2.779785394669,0.044979657978,3.061140775681,0.026455905288,1.326675653458,3.202690362930,0.146457880735,12.598737716675,4.971536159515,4.893112659454,1.527813076973,2.671730041504,20.061254501343,1.040678381920,0.927971422672,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,60,34,Co,no,18,28,2,0.236401289701,6.133768558502,0.013361488469,7.028880119324,-0.080844499171,1.142270207405,-0.147476941347,0.064001955092,-27.264421463013,2.556110858917,-0.115921549499,0.786031663418,6.220255851746,1.672201633453,0.885822951794,0.221342369914,yes,0,0,0.00,0.00,0,yes,minor,NO
1999,small,8,9,Co,no,2,31,2,0.232303738594,0.013956212439,0.024911472574,3.406630992889,0.296290904284,1.293545126915,2.952644824982,0.195195108652,27.774875640869,5.326257705688,5.255454540253,1.779914259911,4.936553478241,3.183697700500,1.472299695015,0.703800499439,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,31,9,Ltd,no,4,17,0,0.000000000000,3.361846923828,0.001193008036,-44.057060241699,-0.046465158463,0.977302134037,-1.612541556358,-0.034328486770,-996.036682128906,-2.984707593918,-3.606410503387,2.236475944519,2.005179643631,23.600606918335,0.954589486122,0.816939949989,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,18,14,other,no,0,28,0,0.231854051352,2.269717454910,0.672135889530,0.715760529041,0.350724399090,2.397115230560,11.454838752747,0.347429066896,20.304092407227,17.320812225342,17.183509826660,1.500109195709,3.223019123077,22.284381866455,2.035652637482,1.885536670685,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,0,16,Co,no,10,28,0,0.838480889797,5.300637245178,0.046174287796,4.979504585266,-0.027773054317,1.200823187828,2.109331607819,0.093511499465,6.419879436493,5.843721389771,5.562650680542,2.637162685394,20.053504943848,12.050872802734,0.938685715199,0.467943370342,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,85,33,Co,no,11,45,1,0.000000000000,1.970553994179,0.283786505461,1.283810853958,0.173947498202,1.778930902481,-0.756215274334,0.093825735152,-3.760526180267,-0.433620363474,-1.162418365479,1.537152647972,5.182796955109,5.528926849365,1.309440612793,0.811254680157,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,medium,64,12,other,no,9,31,0,0.000000000000,7.996829509735,0.145700097084,0.634539484978,0.314575046301,2.575946092606,8.170997619629,0.442002058029,20.033636093140,14.714523315430,15.256226539612,1.867119193077,5.029121398926,6.413585186005,1.810328364372,1.125608563423,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,12,6,Ltd,no,16,8,1,0.258129507303,4.096854686737,0.625914335251,0.145738795400,-0.031329073012,7.861590862274,13.427225112915,0.095957778394,1.205533981323,1.410565733910,5.429794788361,0.404386997223,6.385190010071,8.635215759277,0.690127313137,0.690127313137,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,0,6,Ltd,yes,33,28,6,0.000000000000,0.000000000000,1.994923830032,0.794354856014,0.557303369045,2.258883237839,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.600000023842,,2.258883237839,2.258883237839,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,39,9,Ltd,no,5,46,2,0.118251152337,5.943542480469,0.127546474338,1.092178821564,0.146978616714,1.915600895882,6.103178977966,0.270164459944,22.769046783447,17.299297332764,16.005554199219,2.622494935989,9.712298393250,10.099080085754,1.314846277237,0.886097788811,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,2,7,Ltd,no,1,8,1,0.217052087188,1.207617402077,0.015299300663,-1.336998701096,-2.804644823074,0.252056092024,-15.859852790833,-0.107580460608,-15.498076438904,-21.719919204712,-21.719919204712,1.369490623474,5.374960899353,2.375559568405,0.139632031322,0.015299300663,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,7,Ltd,no,1,40,0,0.000000000000,2.208077192307,0.000000000000,7.336465358734,0.034478481859,1.136305451393,2.627027034760,0.077476963401,11.073509216309,3.633955240250,3.640187501907,1.385668158531,5.586210250854,2.086190223694,1.039178133011,0.300885826349,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,12,10,Co,no,1,18,0,0.160283237696,3.008450031281,0.003034168622,33.490592956543,0.078294485807,1.029859185219,-15.769806861877,-0.139277026057,-142.422622680664,-16.488992691040,-16.488992691040,1.045605182648,5.695418357849,1.715823531151,1.093556284904,0.286210954189,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,4,Ltd,no,2,12,5,0.000000000000,0.575705230236,0.130446940660,0.189970925450,-0.089047282934,6.263963222504,14.638233184814,1.035533308983,3.523570060730,3.261354684830,5.749436855316,0.392768472433,-1.152791738510,8.125790596008,0.442211061716,0.442211061716,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,5,7,Co,no,1,46,3,0.000000000000,1.902046799660,0.124254547060,1.189814686775,0.395315706730,1.840467095375,4.564391613007,0.175532937050,12.851464271545,9.545827865601,10.388213157654,2.275924921036,4.221234321594,7.609417915344,1.727565526962,1.178160429001,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,32,Ltd,no,6,31,0,0.019310114905,1.024545192719,0.161423563957,2.111547231674,0.110343471169,1.473586320877,-5.701101779938,-0.158097311854,-36.030006408691,-12.034148216248,-14.689243316650,2.576562166214,4039.280517578120,3.907960176468,1.165740489960,0.163177445531,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,19,Co,no,7,30,0,0.084254465997,7.150263786316,0.046897485852,1.037121176720,0.170568495989,1.964207530022,6.946709156036,0.134497866035,7.998689651489,9.371957778931,9.693175315857,1.395362257957,3.477730274200,5.111781597137,1.363259911537,0.847510993481,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,4,6,Ltd,no,2,9,0,0.000000000000,1.414732813835,0.361720293760,-2.661576271057,-0.930870950222,0.624282777309,2.740434885025,0.053956095129,-9.545852661133,10.715349197388,10.715349197388,3.910090684891,,32.946651458740,0.418873310089,0.361720293760,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,29,Ltd,no,2,3,2,0.418874263763,5.216340065002,0.429771959782,1.285895586014,0.394773304462,1.777668118477,5.285684108734,0.155050098896,9.503822326660,8.209955215454,8.209955215454,1.553243637085,2.790400743484,4.730736732483,1.995731830597,0.991773486137,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,22,4,Ltd,no,1,46,1,0.021113537252,1.506595849991,1.154799818993,1.391476750374,0.328420579433,1.718660950661,7.973050117493,0.544809401035,94.307456970215,46.410556793213,46.625488281250,5.847886085510,29.659112930298,30.325939178467,1.576361060143,1.309992551804,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,3,Ltd,no,5,13,3,0.000000000000,6.211154460907,0.017984224483,9.645657539368,-0.134560599923,1.103673577309,3.174850463867,0.051580678672,50.316520690918,13.377857208252,12.858149528503,4.050001621246,9.120066642761,57.790134429932,0.851489007473,0.772666573524,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,8,2,Ltd,no,1,46,3,0.185520097613,6.179729461670,0.068306766450,7.231816291809,-0.031491786242,1.138277888298,3.869019031525,0.086355514824,45.077980041504,8.302519798279,9.317129135132,2.408137083054,4.437765598297,15.885409355164,0.957503378391,0.818587541580,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,2,Ltd,no,3,28,0,0.000000000000,1.273715376854,-0.074495181441,-13.731923103333,-0.113894283772,0.927177011967,1.921103596687,0.021030263975,-9.518419265747,2.383348941803,2.382614850998,1.240232348442,,1.209137558937,0.894399821758,-0.074495181441,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,17,2,Ltd,no,2,26,0,0.261640876532,4.084853649139,-0.498280256987,1.971649527550,-0.029087314382,1.507189512253,3.070264816284,0.135374993086,7.618665218353,6.149324893951,6.149222373962,2.002831459045,8.757543563843,4.803963184357,0.944689571857,0.075953535736,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,1,Ltd,no,2,14,0,0.133825778961,13.249589920044,0.473341435194,3.100394487381,0.181339412928,1.322539567947,4.557298660278,0.262822985649,116.615783691406,52.136192321777,49.311649322510,10.820369720459,89.869171142578,21.600688934326,1.271923780441,0.648639261723,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,4,0,Co,no,13,1,1,6.857601642609,0.284226059914,0.292774379253,6.975164890289,0.141414672136,1.143365740776,-115.878906250000,-0.229754731059,-185.789047241210,-23.047365188599,-23.068918228149,0.199077799916,1.076423168182,12.309892654419,2.270485401154,1.956940889359,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,92,9,Co,no,18,3,1,0.118719421327,4.757642269135,0.172921389341,0.574683189392,0.540059268475,2.740089178085,12.305383682251,1.538519263268,22.398736953735,20.528499603271,18.871805191040,1.533621788025,2.938731670380,5.727740287781,2.655492782593,1.965726017952,no,0,0,0.00,0.00,0,yes,positive,NO
1999,medium,7,3,Co,no,10,46,0,-99.078834533691,4.310097217560,0.096991717815,1.096084594727,0.249534621835,1.912338376045,6.516380786896,0.027134396136,1.908390283585,3.175441026688,6.969219684601,1.069492459297,1.381488680840,8.377658843994,-45.802692413330,-30.572977066040,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,4,3,Ltd,no,10,8,0,0.000000000000,0.179930537939,1.277310967445,0.021021259949,0.178167179227,48.570888519287,-209.252716064453,-1.507972478867,-5.646215915680,-5.011475563049,-5.045871734619,0.024113770574,1.248219251633,4.535715579987,9.653738021851,9.061516761780,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,10,3,Ltd,no,3,8,1,0.000000000000,0.000000000000,0.076637297869,0.674741744995,0.031499922276,2.482048511505,4.843382358551,0.686138808727,12.421148300171,9.500141143799,10.087874412537,2.082815885544,7.266522884369,129.881805419921,1.078184366226,1.060870170593,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,9,14,Ltd,no,2,2,1,0.000000000000,0.996627032757,0.959975004196,0.464949071407,0.554153919220,3.150773048401,10.591764450073,0.484027057886,20.458354949951,20.075115203857,22.096759796143,2.086220979691,34.780338287354,3.529915332794,2.746013164520,1.203899145126,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,3,1,Ltd,no,3,8,1,0.000000000000,0.000000000000,0.088415227830,90.966491699219,0.010873525403,1.010993003845,0.534542739391,0.017834184691,398.073730468750,3.258035182953,3.258035182953,6.094995021820,7.041680335999,42.016120910645,1.010993003845,0.965766131878,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,11,11,Ltd,no,2,7,0,0.076587915421,0.633463978767,0.417200177908,1.231303095818,0.396155893803,1.812147736549,5.865499973297,0.304821491241,25.846069335938,17.731248855591,15.994810104370,2.726930141449,4.875523090363,20.638711929321,1.772874951363,1.458101868629,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,11,Co,no,2,7,0,,,,0.000000000000,1.000000000000,0.000000000000,,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,,,no,4,1,88647.63,367.82,1,no,nothing,YES
1999,medium,135,33,Co,no,7,7,0,0.236024841666,2.121971607208,0.019393244758,1.355658650398,0.333774864674,1.737648844719,4.370527267456,0.273117959499,15.905714988708,9.717349052429,9.040931701660,2.068613529205,3.260914564133,8.683677673340,1.716874003410,1.221014499664,no,0,0,0.00,0.00,0,yes,positive,NO
1999,medium,0,1,Co,no,3,28,0,1.465470194817,5.000615596771,0.002008320997,0.825874209404,0.591206967831,2.210838079453,36.052204132080,0.468878716230,45.270080566406,36.810882568359,32.846279144287,0.911075413227,5.655919075012,0.946598112583,4.222524642944,0.328237771988,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,medium,36,71,Co,no,7,28,0,0.097921885550,2.143723726273,0.137383982539,1.510719895363,0.235233962536,1.661936044693,7.391086101532,2.095746755600,10.070363044739,6.411735057831,11.800764083862,1.596621155739,222.481674194335,1.881396532059,1.429225802422,0.051454603672,no,0,0,0.00,0.00,0,yes,minor,NO
1999,medium,0,6,Co,no,5,38,1,0.135967507958,4.853686809540,0.012460026890,2.111836671829,-0.184427902102,1.473521471024,13.112637519836,0.153534233570,31.371238708496,13.583752632141,18.198770523071,1.387880325317,3.150058031082,11.461543083191,0.691291213036,0.535848379135,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,12,2,Co,no,31,18,3,0.513181507587,2.628208637238,0.034689273685,4.923749446869,0.040097206831,1.203097224236,3.899063825607,0.123864024878,39.503055572510,7.718250751495,5.642237186432,1.447074890137,1.864671230316,133.852188110351,1.072997093201,1.055363893509,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,medium,0,1,Ltd,no,4,46,0,0.030336426571,6.930488109589,0.071641035378,48.159111022949,-0.024823743850,1.020764470100,5.718937397003,0.024619672447,106.029953002929,10.353267669678,12.844828605652,2.246016740799,4.897880554199,25.923919677734,0.973892092705,0.933855950832,no,0,0,0.00,0.00,0,no,nothing,NO
1999,medium,0,0,Co,no,31,30,1,0.000000000000,0.565259099007,0.012192671187,3.251827955246,0.131091117859,1.307519316673,24.223367691040,0.716802477837,69.860290527344,25.717197418213,25.696128845215,1.060799241066,1.196516275406,,1.171404123306,1.171404123306,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,1,22,Ltd,no,2,14,1,0.046520348638,3.191247940063,-0.517053961754,0.713455617428,0.366245776415,2.401628971100,-6.645769119263,-0.165483906865,-63.497367858887,-42.077033996582,-2.761811256409,0.415574371815,4.171316146851,0.541926801205,1.920505046844,0.129090368748,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,9,Ltd,no,2,3,0,0.055966533720,3.330860853195,-0.064049974084,-148.792480468750,-0.177230253816,0.993279218674,-4.762787818909,0.032130386680,-122.697792053222,6.318629741669,-8.578838348389,1.801221847534,4.341420173645,9.284624099731,0.814108550549,0.589606583118,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,9,Co,yes,5,29,1,0.000000000000,0.536143422127,0.187457159162,1.046393990517,-0.100319154561,1.955662965775,9.196035385132,0.574387669563,77.117584228516,38.980834960938,16.463188171387,1.790248513222,10.850734710693,,0.803809523582,0.803809523582,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,1,3,Co,no,6,28,2,0.869872272015,1.988154530525,0.076407916844,5.225550651550,0.540470302105,1.191367387772,20.709098815918,0.314587414265,831.846069335937,29.048973083496,33.313465118408,1.608638882637,109.841896057128,1.319684624672,2.204008340836,0.740590691566,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,6,11,Ltd,no,6,3,0,0.011872354895,0.802608609200,0.166085377336,0.378800600767,0.719055891037,3.639911174774,78.558723449707,0.252218902111,9.904754638672,11.469914436340,11.773466110229,0.149868339300,80.792686462402,0.033673934639,3.648373126984,0.321361243725,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,3,Co,no,6,8,2,0.482579976320,0.879780888557,0.000078556157,0.322115033865,-0.164044126868,4.104481220245,41.737136840820,0.395035028458,6.695270538330,7.705147266388,8.148962974548,0.195244893432,22.181434631348,,0.001755191712,0.001755191712,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,57,15,Co,no,3,41,0,0.059083502740,3.307656764984,0.044683098793,8.128708839417,0.063943088055,1.123020768166,3.733289003372,0.030260439962,6.393061637878,3.877535343170,4.350022792816,1.165198564529,1.733097314835,4.829026222229,1.076052188873,0.762799799442,yes,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,9,Co,no,3,48,0,0.380346357822,1.450621247292,0.136618897319,8.551769256592,0.291474014521,1.116934895515,,-0.000013634726,-0.068117968738,1.226701140404,1.229325890541,0.000000000000,0.411435425282,-0.014973961748,1.449382066727,0.173022747040,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,33,15,Ltd,no,6,50,3,1.443705201149,3.666017770767,0.173109352589,1.433818817139,0.052445601672,1.697438120842,15.110159873962,0.266360849142,19.844165802002,12.480131149292,8.092308044434,0.535554170609,1.681928277016,218.578552246093,1.217546343803,1.209544658661,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,0,7,Co,no,11,28,0,0.000000000000,0.000000000000,0.005242063664,0.684251427650,-0.016464520246,2.461451053619,,-0.000125294871,-0.302807182074,-0.244518563151,-0.291505068541,0.000000000000,-1.300156712532,0.016982579604,0.959473371506,0.213823810220,no,0,0,0.00,0.00,0,yes,nothing,NO
1999,small,0,6,Ltd,no,2,15,1,0.000000000000,0.154084742069,0.864380180836,0.960053801537,0.421850562096,2.041608333588,0.281377285719,0.049587853253,0.811664283276,0.538792908192,0.446925550699,1.588349819183,6.685751438141,4.357329368591,1.861253619194,1.155706286430,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,6,Ltd,no,5,8,3,8.767513275146,3.712416410446,0.060113508254,-9.336136817932,-0.076209291816,0.892889320850,74.638542175293,0.050853896886,-18.106649398804,9.447155952454,9.451768875122,0.126633897424,6.155447959900,,0.335355281830,0.335355281830,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,5,6,Ltd,no,1,8,3,0.197942852974,3.785688161850,0.168746590614,4.653810024261,-0.066982060671,1.214877724648,4.274509906769,0.138533636928,52.059852600098,14.121820449829,14.136596679688,3.307185411453,6.336765289307,,0.902517378330,0.902517378330,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,5,Ltd,no,1,29,3,0.000000000000,0.000000000000,0.569371759892,8.622063636780,-0.186217993498,1.115981459618,3.580282688141,0.181771263480,379.701263427734,14.302579879761,15.687110900879,4.381528377533,65.141944885254,26.486732482910,0.792184174061,0.768249154091,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,4,Ltd,no,1,30,0,0.305037707090,2.096656799316,0.047545313835,8.452457427979,-0.219963297248,1.118308782578,2.940412282944,0.108528621495,30.508031845093,6.679830551147,2.861595630646,0.973195374012,1.889597654343,,0.678977847099,0.678977847099,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,5,3,Ltd,no,1,8,0,0.000000000000,6.880063056946,0.073307752609,-8.070998191833,-0.347257435322,0.876099586487,-6.356909751892,-0.088243700564,-197.795150756835,-14.445970535278,-14.786476135254,2.326047897339,6.226905822754,6.931420803070,0.695767939091,0.281291395426,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,2,Ltd,no,3,28,1,0.380119264126,2.661845445633,0.034330315888,27.201103210449,-0.140025481582,1.036763191223,6.151288032532,0.151854321361,-3692.798339843750,10.661002159119,13.262245178223,2.156011104584,13.433344841003,7.033681869507,0.799643576145,0.271099448204,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,2,Ltd,no,4,9,2,0.196446433663,1.631479263306,0.409775048494,3.458250284195,0.093283407390,1.289163589478,6.655769348145,0.204331859946,69.574966430664,15.058719635010,13.267657279968,1.993407011032,3.705645561218,8.330353736877,1.143881797791,1.143881797791,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,2,2,Ltd,no,3,8,4,0.000000000000,0.016634382308,0.043000541627,6.281160354614,0.087014645338,1.159206271172,-39.434822082520,-0.081426352262,-48.119918823242,-9.014332771301,-10.477781295776,0.265698701143,0.025670656934,188.353973388671,1.100867867470,1.097063302994,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,10,1,Ltd,no,2,24,1,0.069535993040,6.126654624939,0.007890667766,-4.658147335052,-0.354494333267,0.785322368145,-8.110710144043,-0.119391754270,-98.341148376465,-21.877777099609,-23.342103958130,2.877935886383,4.511205196381,18.159593582153,0.702249407768,0.584656178951,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,1,Co,no,11,28,3,0.000000000000,4.940299987793,0.026666667312,16.648706436157,-0.005189888645,1.060064673424,4.101027488708,0.056844659150,92.055435180664,8.612593650818,8.626255035400,2.103437423706,1.752952933311,,0.994498372078,0.994498372078,no,0,0,0.00,0.00,0,no,nothing,NO
1999,small,0,1,Ltd,no,1,3,0,0.000000000000,8151.258300781250,0.000000000000,0.374462634325,0.727557063103,3.670493364334,100.000000000000,-3.996173381805,-85.597190856934,711.222778320312,711.222778320312,7.112227916718,20.634042739868,0.000000000000,3.670493364334,3.945480108261,no,0,0,0.00,0.00,0,no,nothing,NO
